,Unnamed: 0,State,County,Violent crime total,Murder/NNMS,Rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny/theft,Motor vehicle theft,FELONY,VIOLENT,DEALER,PERMIT,TRAINING,REGISTRATION,UNIVERSAL,ASSAULT,OPENCARRYH,OPENCARRYPERMITH,PERMITCONCEALED,NOSYG,LAWTOTAL,Strictness,Const_Carry,Population,_merge
1679,1707,Texas,Hardin,38,1,1,5,31,285,91,148,46,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,57602,both
1680,1708,Texas,Harris,7329,97,860,2249,4123,42526,7044,29466,6016,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,4713325,both
1681,1709,Texas,Harrison,52,3,0,3,46,445,138,246,61,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,66553,both
1682,1710,Texas,Hays,111,0,37,12,62,672,141,479,52,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,230191,both
1683,1711,Texas,Hidalgo,518,5,139,103,271,3241,909,2012,320,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,868707,both
1684,1712,Texas,Hudspeth,8,0,0,0,8,14,3,9,2,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,4886,both
1685,1713,Texas,Hunt,350,4,16,9,321,570,166,293,111,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,98594,both
1686,1714,Texas,Jefferson,59,1,1,8,49,358,78,224,56,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,251565,both
1687,1715,Texas,Johnson,205,0,53,4,148,660,167,397,96,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,175817,both
1688,1716,Texas,Jones,4,0,0,1,3,60,20,35,5,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,20083,both
1689,1717,Texas,Kaufman,126,2,30,15,79,767,237,425,105,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,136154,both
1690,1718,Texas,Kendall,19,0,2,2,15,104,23,67,14,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,47431,both
1691,1719,Texas,Lampasas,12,1,1,0,10,83,21,55,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,21428,both
1692,1720,Texas,Lubbock,16,1,4,0,11,331,89,191,51,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,310569,both
1693,1721,Texas,Lynn,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,5951,both
1694,1722,Texas,McLennan,69,0,24,0,45,500,149,227,124,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,256623,both
1695,1723,Texas,Medina,101,2,14,4,81,351,79,202,70,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,51584,both
1696,1724,Texas,Montgomery,736,12,74,103,547,4976,1052,3366,558,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,607391,both
1697,1725,Texas,Nueces,61,1,10,9,41,160,49,108,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,362294,both
1698,1726,Texas,Oldham,0,0,0,0,0,6,4,2,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,2112,both
1699,1727,Texas,Parker,100,2,24,4,70,751,188,474,89,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,142878,both
1700,1728,Texas,Randall,61,0,26,3,32,249,94,122,33,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,137713,both
1701,1729,Texas,Robertson,8,1,1,0,6,116,37,65,14,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,17074,both
1702,1730,Texas,Rockwall,13,0,4,0,9,91,15,50,26,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,104915,both
1703,1731,Texas,Rusk,33,1,7,2,23,442,145,240,57,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,54406,both
1704,1732,Texas,San Patricio,37,0,0,4,33,166,60,80,26,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,66730,both
1705,1733,Texas,Smith,335,7,58,18,252,1453,412,800,241,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,232751,both
1706,1734,Texas,Tarrant,123,0,28,18,77,742,214,456,72,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,2102515,both
1707,1735,Texas,Taylor,39,0,5,0,34,89,45,37,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,138034,both
1708,1736,Texas,Tom Green,32,1,25,1,5,254,89,140,25,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,119200,both
1709,1737,Texas,Travis,790,2,117,71,600,3240,762,2192,286,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,1273954,both
1710,1738,Texas,Victoria,94,3,19,6,66,399,128,224,47,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,92084,both
1711,1739,Texas,Wichita,38,0,1,1,36,126,42,62,22,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,132230,both
1712,1740,Texas,Williamson,152,1,57,4,90,1377,295,975,107,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,590551,both
1713,1741,Texas,Wilson,20,0,7,0,13,228,94,111,23,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,51070,both
1714,1742,Texas,Wise,83,2,22,4,55,323,114,170,39,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,69984,both
1715,1743,Texas,Anderson,30,2,3,2,23,363,150,171,42,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,57735,both
1716,1744,Texas,Angelina,97,1,27,5,64,567,183,330,54,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,86715,both
1717,1745,Texas,Aransas,60,0,13,3,44,240,62,164,14,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,23510,both
1718,1746,Texas,Bailey,3,0,1,0,2,36,15,20,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,7000,both
1719,1747,Texas,Bee,21,0,3,0,18,159,56,93,10,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,32565,both
1720,1748,Texas,Borden,1,0,1,0,0,10,5,4,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,654,both
1721,1749,Texas,Bosque,27,0,3,0,24,71,38,24,9,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,18685,both
1722,1750,Texas,Brewster,7,0,1,0,6,10,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,9203,both
1723,1751,Texas,Briscoe,0,0,0,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,1546,both
1724,1752,Texas,Brooks,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,7093,both
1725,1753,Texas,Brown,31,0,7,1,23,189,62,114,13,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,37864,both
1726,1754,Texas,Burnet,54,0,11,2,41,219,65,119,35,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,48155,both
1727,1755,Texas,Calhoun,22,0,8,0,14,103,26,71,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,21290,both
1728,1756,Texas,Camp,9,0,2,0,7,67,31,29,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,13094,both
1729,1757,Texas,Cass,32,0,3,1,28,174,61,92,21,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,30026,both
1730,1758,Texas,Castro,6,0,0,0,6,47,13,26,8,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,7530,both
1731,1759,Texas,Cherokee,61,1,7,2,51,362,117,198,47,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,52646,both
1732,1760,Texas,Childress,1,0,0,0,1,7,1,5,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,7306,both
1733,1761,Texas,Cochran,3,0,0,0,3,27,12,15,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,2853,both
1734,1762,Texas,Coke,2,0,0,0,2,14,10,0,4,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3387,both
1735,1763,Texas,Colorado,19,1,7,1,10,117,29,77,11,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,21493,both
1736,1764,Texas,Comanche,3,0,0,0,3,58,11,41,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,13635,both
1737,1765,Texas,Concho,11,0,0,0,11,8,8,0,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,2726,both
1738,1766,Texas,Cooke,33,3,8,3,19,100,38,51,11,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,41257,both
1739,1767,Texas,Crockett,2,0,0,1,1,18,9,5,4,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3464,both
1740,1768,Texas,Dallam,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,7287,both
1741,1769,Texas,Dawson,2,0,0,0,2,64,27,25,12,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,12728,both
1742,1770,Texas,Deaf Smith,8,0,1,0,7,60,18,32,10,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,18546,both
1743,1771,Texas,Delta,1,0,0,0,1,27,10,16,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,5331,both
1744,1772,Texas,DeWitt,33,1,7,0,25,120,47,66,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,20160,both
1745,1773,Texas,Dimmit,11,1,2,0,8,139,39,93,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,10124,both
1746,1774,Texas,Donley,4,2,0,0,2,30,12,16,2,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3278,both
1747,1775,Texas,Duval,12,0,0,0,12,104,24,41,39,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,11157,both
1748,1776,Texas,Eastland,5,2,2,0,1,22,9,5,8,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,18360,both
1749,1777,Texas,Edwards,2,0,1,0,1,5,1,2,2,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,1932,both
1750,1778,Texas,Erath,50,2,9,2,37,93,52,30,11,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,42698,both
1751,1779,Texas,Fannin,42,1,8,0,33,194,51,114,29,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,35514,both
1752,1780,Texas,Fayette,11,0,6,1,4,123,41,76,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,25346,both
1753,1781,Texas,Floyd,12,0,0,1,11,25,5,19,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,5712,both
1754,1782,Texas,Freestone,22,0,3,3,16,131,55,68,8,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,19717,both
1755,1783,Texas,Frio,9,0,0,0,9,60,17,34,9,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,20306,both
1756,1784,Texas,Gaines,11,2,2,1,6,88,29,49,10,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,21492,both
1757,1785,Texas,Garza,15,0,5,0,10,30,17,11,2,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,6229,both
1758,1786,Texas,Gillespie,12,1,3,0,8,55,6,46,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,26988,both
1759,1787,Texas,Gonzales,25,0,7,0,18,116,27,83,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,20837,both
1760,1788,Texas,Gray,15,0,1,2,12,59,19,36,4,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,21886,both
1761,1789,Texas,Hale,16,0,0,0,16,64,25,38,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,33406,both
1762,1790,Texas,Hall,3,1,0,0,2,7,2,5,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,2964,both
1763,1791,Texas,Hamilton,4,0,2,0,2,15,4,8,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,8461,both
1764,1792,Texas,Hansford,1,0,0,0,1,11,4,3,4,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,5399,both
1765,1793,Texas,Hardeman,5,0,0,0,5,13,3,10,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3933,both
1766,1794,Texas,Hartley,0,0,0,0,0,10,3,3,4,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,5576,both
1767,1795,Texas,Haskell,1,0,0,0,1,8,2,6,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,5658,both
1768,1796,Texas,Hemphill,2,0,0,0,2,13,1,12,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3819,both
1769,1797,Texas,Henderson,141,2,58,5,76,584,281,242,61,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,82737,both
1770,1798,Texas,Hill,31,1,12,1,17,234,56,154,24,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,36649,both
1771,1799,Texas,Hockley,13,0,2,2,9,71,30,34,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,23021,both
1772,1800,Texas,Hood,55,0,11,2,42,356,99,205,52,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,61643,both
1773,1801,Texas,Hopkins,27,1,9,0,17,61,17,26,18,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,37084,both
1774,1802,Texas,Houston,2,0,0,0,2,102,43,53,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,22968,both
1775,1803,Texas,Howard,53,0,4,0,49,273,53,172,48,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,36664,both
1776,1804,Texas,Hutchinson,11,0,3,0,8,71,26,42,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,20938,both
1777,1805,Texas,Jack,9,0,0,2,7,36,15,13,8,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,8935,both
1778,1806,Texas,Jackson,6,0,1,0,5,51,10,34,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,14760,both
1779,1807,Texas,Jasper,72,2,18,2,50,403,155,197,51,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,35529,both
1780,1808,Texas,Jim Hogg,5,0,0,0,5,20,10,7,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,5200,both
1781,1809,Texas,Karnes,3,1,0,0,2,99,45,42,12,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,15601,both
1782,1810,Texas,Kenedy,0,0,0,0,0,8,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,404,both
1783,1811,Texas,Kerr,51,0,21,0,30,199,51,133,15,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,52600,both
1784,1812,Texas,Kimble,2,0,1,1,0,4,2,2,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,4337,both
1785,1813,Texas,Kinney,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3667,both
1786,1814,Texas,Lamar,28,1,9,1,17,135,39,88,8,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,49859,both
1787,1815,Texas,Lamb,6,0,2,1,3,61,24,31,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,12893,both
1788,1816,Texas,La Salle,5,0,0,1,4,44,7,37,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,7520,both
1789,1817,Texas,Lavaca,10,2,2,0,6,63,16,41,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,20154,both
1790,1818,Texas,Lee,25,0,2,1,22,86,28,49,9,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,17239,both
1791,1819,Texas,Leon,11,0,0,0,11,116,36,70,10,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,17404,both
1792,1820,Texas,Limestone,14,0,2,0,12,76,63,10,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,23437,both
1793,1821,Texas,Llano,29,1,3,0,25,145,41,88,16,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,21795,both
1794,1822,Texas,Madison,8,0,0,1,7,66,34,15,17,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,14284,both
1795,1823,Texas,Mason,8,0,1,0,7,10,4,5,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,4274,both
1796,1824,Texas,Matagorda,62,0,19,6,37,332,91,214,27,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,36643,both
1797,1825,Texas,McCulloch,3,0,0,0,3,41,17,19,5,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,7984,both
1798,1826,Texas,Menard,3,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,2138,both
1799,1827,Texas,Milam,13,0,2,0,11,87,19,60,8,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,24823,both
1800,1828,Texas,Mills,14,0,1,0,13,20,11,9,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,4873,both
1801,1829,Texas,Mitchell,1,0,0,0,1,25,5,15,5,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,8545,both
1802,1830,Texas,Montague,33,0,7,0,26,83,28,48,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,19818,both
1803,1831,Texas,Moore,6,1,0,0,5,39,12,20,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,20940,both
1804,1832,Texas,Morris,10,0,4,2,4,72,21,48,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,12388,both
1805,1833,Texas,Nacogdoches,58,2,10,1,45,270,85,148,37,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,65204,both
1806,1834,Texas,Navarro,58,1,15,3,39,242,105,118,19,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,50113,both
1807,1835,Texas,Newton,22,0,1,1,20,98,49,38,11,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,13595,both
1808,1836,Texas,Nolan,4,0,0,0,4,31,10,21,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,14714,both
1809,1837,Texas,Ochiltree,0,0,0,0,0,22,7,12,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,9836,both
1810,1838,Texas,Palo Pinto,9,0,4,1,4,68,22,34,12,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,29189,both
1811,1839,Texas,Panola,26,1,12,3,10,260,75,165,20,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,23194,both
1812,1840,Texas,Pecos,1,0,0,0,1,98,15,66,17,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,15823,both
1813,1841,Texas,Polk,76,5,33,7,31,671,212,379,80,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,51353,both
1814,1842,Texas,Rains,8,0,0,0,8,48,19,24,5,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,12514,both
1815,1843,Texas,Reagan,7,0,0,0,7,32,11,18,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3849,both
1816,1844,Texas,Real,3,0,0,0,3,59,15,39,5,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3452,both
1817,1845,Texas,Refugio,3,0,2,0,1,52,30,19,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,6948,both
1818,1846,Texas,Roberts,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,854,both
1819,1847,Texas,Runnels,1,0,0,0,1,11,5,6,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,10264,both
1820,1848,Texas,Sabine,14,0,5,0,9,73,39,24,10,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,10542,both
1821,1849,Texas,San Augustine,13,0,1,0,12,57,34,16,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,8237,both
1822,1850,Texas,San Jacinto,44,0,26,1,17,330,115,173,42,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,28859,both
1823,1851,Texas,Schleicher,4,0,0,0,4,13,6,6,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,2793,both
1824,1852,Texas,Scurry,7,0,2,0,5,44,15,28,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,16703,both
1825,1853,Texas,Shelby,40,1,0,2,37,189,61,90,38,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,25274,both
1826,1854,Texas,Sherman,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3022,both
1827,1855,Texas,Somervell,4,0,0,0,4,30,11,16,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,9128,both
1828,1856,Texas,Starr,79,1,11,6,61,232,72,126,34,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,64633,both
1829,1857,Texas,Stephens,1,0,1,0,0,21,9,9,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,9366,both
1830,1858,Texas,Stonewall,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,1350,both
1831,1859,Texas,Sutton,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3776,both
1832,1860,Texas,Swisher,7,0,1,1,5,24,7,13,4,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,7397,both
1833,1861,Texas,Terry,1,0,0,0,1,30,15,9,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,12337,both
1834,1862,Texas,Titus,50,0,3,3,44,162,55,88,19,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,32750,both
1835,1863,Texas,Tyler,67,5,6,1,55,252,121,92,39,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,21672,both
1836,1864,Texas,Upton,2,0,0,0,2,31,3,25,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,3657,both
1837,1865,Texas,Uvalde,16,1,0,0,15,85,30,46,9,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,26741,both
1838,1866,Texas,Val Verde,29,0,3,1,25,87,41,41,5,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,49025,both
1839,1867,Texas,Walker,52,0,11,3,38,186,61,93,32,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,72971,both
1840,1868,Texas,Ward,27,0,3,3,21,218,38,173,7,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,11998,both
1841,1869,Texas,Washington,50,0,11,2,37,140,47,79,14,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,35882,both
1842,1870,Texas,Wharton,68,0,12,4,52,230,73,127,30,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,41556,both
1843,1871,Texas,Wheeler,5,0,0,0,5,11,1,7,3,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,5056,both
1844,1872,Texas,Wilbarger,2,0,2,0,0,13,2,10,1,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,12769,both
1845,1873,Texas,Willacy,24,0,8,0,16,123,43,75,5,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,21358,both
1846,1874,Texas,Winkler,9,1,2,0,6,80,10,55,15,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,8010,both
1847,1875,Texas,Wood,75,0,39,6,30,225,65,127,33,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,45539,both
1848,1876,Texas,Yoakum,3,0,1,0,2,18,9,5,4,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,8713,both
1849,1877,Texas,Young,12,0,7,1,4,35,16,13,6,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,18010,both
1850,1878,Texas,Zapata,52,0,1,5,46,183,76,105,2,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,14179,both
1851,1879,Texas,Zavala,12,0,4,0,8,32,19,8,5,1,0,0,0,0,0,0,0,0,1,1,0,18,Some regulations,Non constituitional carry,11840,both
1852,1880,Utah,Box Elder,12,1,5,0,6,131,40,81,10,1,0,0,0,0,0,0,0,0,1,1,0,15,Some regulations,Non constituitional carry,56046,both
